Ticket_ID,Customer_ID,Equipment_Model,Issue_Category,Priority_Level,Signal_Strength_dBm,Technician_Assigned,Department,Created_Date,Resolved_Date,Resolution_Time_Hrs,Status,Customer_Satisfaction_Rating,Escalation_Flag,First_Contact_Resolution,Technician_Expertise_Level,Remote_Resolution_Attempted,On_Site_Visit_Required,Cost_Of_Resolution,Parts_Replaced
12719,4953,Hopper 2,Hardware Failure,Critical,-71.0,Carmen Montgomery,Network Operations,2025-01-20 12:36:38.476169,2024-08-10 12:36:38.476169,51,On Hold,4.9,False,False,Expert,False,False,462.75,True
12720,4243,Hopper 2,Hardware Failure,Low,-65.0,Diana Vazquez,Installation,2025-10-17 12:36:38.476169,2024-09-18 12:36:38.476169,61,Closed,3.8,True,False,Junior,False,False,11.56,True
12721,3176,Joey,Installation,Low,-70.0,Brian Rodriguez,Equipment Support,2025-02-06 12:36:38.476169,2024-03-15 12:36:38.476169,21,In Progress,2.2,False,False,Junior,True,True,443.82,True
12722,4142,4K Joey,Installation,Low,-55.0,Stephanie Russell,Installation,2025-02-15 12:36:38.476169,2024-06-03 12:36:38.476169,54,Closed,3.7,False,True,Junior,False,False,192.49,False
12723,4099,Joey,Remote Pairing,Critical,-53.0,Brett Miller,Sales,2026-01-22 12:36:38.476169,2024-04-29 12:36:38.476169,61,Clsd,4.3,False,False,Expert,True,False,19.76,True
12724,11284,Hopper 2,Cancellation,Critical,-72.0,Kristen Harrington,Technical Support,2025-12-17 12:36:38.476169,2024-04-30 12:36:38.476169,20,Closed,4.6,True,False,Expert,True,True,353.06,True
12725,3120,Super Joey,Remote Pairing,Low,-64.93720823798627,Keith Williams,Equipment Support,2025-03-27 12:36:38.476169,2025-09-21 12:36:38.476169,45,In Progress,4.2,True,False,Senior,True,False,171.92,False
12726,4512,4K Joey,Activation,Critical,-87.0,Annette Mitchell,Network Operations,2025-10-05 12:36:38.476169,2024-03-16 12:36:38.476169,59,Closed,1.9,False,True,Senior,True,True,374.81,False
12727,5363,4K Joey,Upgrade,Critical,-43.0,Deanna Richards,Equipment Support,2025-12-31 12:36:38.476169,2025-11-22 12:36:38.476169,48,Closed,2.4,False,False,Expert,False,False,465.07,False
12728,6775,Joey,Activation,Low,-81.0,Wendy Hoffman,Sales,2024-07-14 12:36:38.476169,2024-08-23 12:36:38.476169,48,Open,2.5,False,False,Senior,True,False,12.36,True
12729,11975,Hopper 2,Activation,Medium,-99.0,Garrett Singleton,Billing,2025-03-09 12:36:38.476169,2024-11-10 12:36:38.476169,21,In Progress,2.1,False,True,Senior,False,False,482.35,True
12730,8055,Outdoor Dish,Hardware Failure,High,-82.0,Madison Shaw,Network Operations,2024-06-16 12:36:38.476169,2026-01-13 12:36:38.476169,58,Closed,3.4,False,True,Senior,False,False,43.54,False
12731,1490,4K Joey,Installation,Low,-64.93720823798627,Katie Swanson,Sales,2025-06-18 12:36:38.476169,2025-05-15 12:36:38.476169,8,Resolved,1.1,True,True,Expert,False,False,272.13,False
12732,1507,Hopper 3,Remote Pairing,Medium,-52.0,Tamara Copeland,Billing,2024-10-09 12:36:38.476169,2025-04-30 12:36:38.476169,59,Closed,4.7,False,False,Junior,True,False,138.06,False
12733,11563,Hopper 3,Activation,High,-89.0,Amy Reed,Installation,2024-06-16 12:36:38.476169,2025-04-02 12:36:38.476169,30,Resolved,4.1,True,False,Expert,False,True,224.36,True
12734,12191,Hopper 3,Billing,Medium,-56.0,Xavier Jenkins,Equipment Support,2025-12-27 12:36:38.476169,2024-07-10 12:36:38.476169,2,In Progress,2.8,True,True,Expert,True,True,358.04,True
12735,4506,Joey,Hardware Failure,Medium,-76.0,Laurie Conner,Installation,2025-07-23 12:36:38.476169,2024-11-07 12:36:38.476169,36,Closed,2.4,True,False,Senior,True,True,315.75,True
12736,9269,4K Joey,Remote Pairing,High,-38.0,Michelle Stewart,Equipment Support,2025-07-29 12:36:38.476169,2025-10-13 12:36:38.476169,59,Closed,4.4,True,True,Expert,False,True,160.76,False
12737,2914,4K Joey,Signal Loss,High,-91.0,Ashley Conner,Sales,2025-07-18 12:36:38.476169,2025-08-07 12:36:38.476169,57,On Hold,3.9,True,True,Senior,True,True,50.97,True
12738,1937,4K Joey,Billing,High,-34.0,Marcus Peterson,Technical Support,2026-02-22 12:36:38.476169,2025-10-06 12:36:38.476169,48,On Hold,1.0,False,True,Junior,True,True,53.01,True
12739,3912,Outdoor Dish,Cancellation,High,-64.93720823798627,Jaime Allen,Equipment Support,2025-12-29 12:36:38.476169,2025-12-04 12:36:38.476169,59,Closed,4.8,False,False,Senior,True,False,204.79,True
12740,1585,Wally,Upgrade,Medium,-47.0,Stephanie Johnson,Installation,2025-06-29 12:36:38.476169,2024-12-22 12:36:38.476169,19,In Progress,4.0,False,False,Senior,True,False,395.07,True
12741,6928,Hopper 3,Hardware Failure,Medium,-45.0,Chloe Gomez,Technical Support,2024-11-07 12:36:38.476169,2025-08-28 12:36:38.476169,72,Closed,4.3,True,False,Expert,True,True,380.19,False
12742,11553,Outdoor Dish,Remote Pairing,Low,-47.0,Michael Morris,Sales,2024-04-14 12:36:38.476169,2024-12-11 12:36:38.476169,5,Clsd,4.0,False,False,Senior,True,False,94.49,True
12743,11930,Hopper 3,Installation,Low,-77.0,Anna Mendez,Network Operations,2026-02-14 12:36:38.476169,2024-07-10 12:36:38.476169,18,In Progress,4.3,True,True,Junior,True,True,9.68,True
12744,10847,Outdoor Dish,Cancellation,Low,-34.0,William Escobar,Sales,2025-10-22 12:36:38.476169,2024-06-20 12:36:38.476169,66,Closed,2.5,True,False,Senior,False,True,65.06,False
12745,1595,Joey,Billing,High,-91.0,Catherine Marquez,Equipment Support,2025-04-20 12:36:38.476169,2025-07-12 12:36:38.476169,34,Closed,2.7,True,False,Expert,False,False,310.96,False
12746,5580,Hopper 3,Activation,High,-30.0,Gregory Harvey,Network Operations,2024-07-25 12:36:38.476169,2024-08-28 12:36:38.476169,21,On Hold,1.2,True,False,Junior,False,True,212.54,False
12747,8195,Hopper 3,Hardware Failure,Medium,-94.0,Jonathan Lowe,Sales,2024-05-17 12:36:38.476169,2024-11-03 12:36:38.476169,55,Closed,4.1,True,True,Junior,True,True,485.06,True
12748,3572,Hopper 3,Billing,High,-68.0,Natalie York,Billing,2024-10-03 12:36:38.476169,2025-04-01 12:36:38.476169,32,Closed,4.9,False,True,Expert,False,False,127.32,False
12749,7748,Hopper 3,Billing,Medium,-80.0,Mrs. Sarah Thomas,Network Operations,2024-10-07 12:36:38.476169,2025-12-09 12:36:38.476169,26,Closed,4.0,False,True,Senior,False,True,367.62,False
12750,4470,Joey,Remote Pairing,High,-34.0,Carol Bailey Md,Network Operations,2024-06-30 12:36:38.476169,2025-07-17 12:36:38.476169,31,In Progress,2.8,False,False,Senior,False,False,164.97,False
12751,10454,Hopper 3,Signal Loss,Critical,-60.0,Paul Padilla,Billing,2025-04-21 12:36:38.476169,2024-10-06 12:36:38.476169,66,Open,3.0,False,True,Senior,True,True,442.82,True
12752,7060,Outdoor Dish,Remote Pairing,Medium,-62.0,Maria Long,Billing,2025-04-03 12:36:38.476169,2024-04-25 12:36:38.476169,31,Closed,3.2,True,False,Junior,False,True,157.12,False
12753,11856,4K Joey,Billing,High,-41.0,Darren Yates,Technical Support,2025-02-04 12:36:38.476169,2025-10-29 12:36:38.476169,57,Resolved,4.9,False,True,Expert,False,False,354.01,False
12754,10633,Joey,Billing,High,-69.0,Melissa Buchanan,Billing,2024-04-09 12:36:38.476169,2025-04-19 12:36:38.476169,20,Open,4.6,True,True,Senior,True,False,331.72,True
12755,11015,Super Joey,Hardware Failure,Medium,-68.0,Daniel Thomas,Sales,2024-10-22 12:36:38.476169,2024-06-09 12:36:38.476169,57,In Progress,3.1,False,False,Junior,False,True,31.12,True
12756,8960,Wally,Cancellation,Critical,-64.93720823798627,Margaret Stevenson,Network Operations,2025-03-25 12:36:38.476169,2024-05-17 12:36:38.476169,30,Resolved,2.9,False,False,Expert,True,True,136.01,False
12757,2137,4K Joey,Remote Pairing,Low,-64.93720823798627,Nicholas Haynes,Sales,2025-02-15 12:36:38.476169,2026-01-21 12:36:38.476169,39,Closed,3.3,False,False,Expert,False,True,27.81,True
12758,11384,Joey,Signal Loss,Medium,-64.93720823798627,Crystal Vasquez,Equipment Support,2024-06-23 12:36:38.476169,2024-03-16 12:36:38.476169,22,On Hold,4.5,True,False,Expert,True,True,478.23,True
12759,4775,Hopper 3,Hardware Failure,High,-65.0,Sandra Moss,Technical Support,2025-12-31 12:36:38.476169,2025-04-29 12:36:38.476169,67,On Hold,2.0,True,True,Senior,False,False,132.61,False
12760,4997,Hopper 2,Cancellation,Medium,-61.0,Christian Spencer,Technical Support,2024-09-27 12:36:38.476169,2024-09-23 12:36:38.476169,19,Closed,1.6,False,True,Senior,False,True,239.08,True
12761,7698,4K Joey,Upgrade,High,-87.0,Rachel Villarreal,Equipment Support,2025-07-20 12:36:38.476169,2025-12-18 12:36:38.476169,43,On Hold,1.2,True,False,Expert,True,False,234.33,False
12762,7366,Joey,Activation,High,-30.0,Anthony Phillips,Sales,2024-08-13 12:36:38.476169,2025-04-29 12:36:38.476169,41,Resolved,2.8,True,True,Junior,True,False,32.44,True
12763,2253,Joey,Upgrade,Low,-30.0,Daniel Parker,Equipment Support,2024-05-17 12:36:38.476169,2025-03-20 12:36:38.476169,35,Resolved,2.7,True,False,Junior,False,False,469.45,False
12764,1429,Outdoor Dish,Activation,Low,-37.0,Alejandra Harper,Sales,2024-08-08 12:36:38.476169,2024-09-17 12:36:38.476169,9,Resolved,3.0,False,True,Expert,True,True,270.85,False
12765,8407,Outdoor Dish,Billing,Medium,-56.0,Andrew Saunders,Equipment Support,2026-03-02 12:36:38.476169,2025-09-30 12:36:38.476169,57,Closed,2.5,True,False,Expert,False,False,362.99,False
12766,12196,4K Joey,Signal Loss,High,-76.0,Michael Madden,Technical Support,2024-05-09 12:36:38.476169,2024-11-14 12:36:38.476169,70,Closed,1.1,True,True,Expert,False,False,178.55,False
12767,6572,Joey,Signal Loss,High,-92.0,David Palmer,Installation,2024-06-21 12:36:38.476169,2026-01-09 12:36:38.476169,36,Closed,3.0,False,False,Senior,False,False,442.04,True
12768,6118,Hopper 3,Installation,Low,-100.0,Joshua Dean,Installation,2024-08-14 12:36:38.476169,2025-02-19 12:36:38.476169,64,In Progress,2.9,False,False,Junior,False,True,416.72,False
12769,8047,Joey,Remote Pairing,Critical,-60.0,Elizabeth Perry,Technical Support,2024-05-10 12:36:38.476169,2026-02-25 12:36:38.476169,11,Open,4.4,False,True,Expert,True,False,388.44,True
12770,6238,Outdoor Dish,Signal Loss,Low,-88.0,Jesse Sutton,Sales,2024-04-19 12:36:38.476169,2025-06-08 12:36:38.476169,56,Resolved,3.9,True,True,Senior,False,True,333.4,False
12771,2928,4K Joey,Upgrade,Low,-53.0,Dustin Quinn,Equipment Support,2025-04-26 12:36:38.476169,2024-03-16 12:36:38.476169,64,Closed,3.2,False,False,Expert,True,False,402.99,False
12772,9289,Super Joey,Billing,High,-37.0,Matthew Bauer,Technical Support,2024-04-09 12:36:38.476169,2024-12-09 12:36:38.476169,33,Clsd,3.8,True,False,Senior,False,True,248.48,True
12773,10516,Wally,Cancellation,Critical,-56.0,Zoe Williams,Sales,2024-09-04 12:36:38.476169,2025-07-10 12:36:38.476169,19,On Hold,2.0,True,True,Senior,False,True,391.69,True
12774,11146,Hopper 3,Upgrade,High,-64.93720823798627,Sharon Proctor,Installation,2025-09-14 12:36:38.476169,2024-04-28 12:36:38.476169,56,Closed,4.1,True,False,Senior,True,False,127.0,True
12775,9216,Wally,Cancellation,Low,-98.0,Christy Morrow,Installation,2024-03-15 12:36:38.476169,2024-06-04 12:36:38.476169,17,Closed,3.3,False,True,Junior,True,True,360.96,False
12776,1411,Super Joey,Hardware Failure,Low,-68.0,Christine Williams,Installation,2025-07-27 12:36:38.476169,2024-08-24 12:36:38.476169,48,Open,4.5,True,False,Senior,True,True,190.29,True
12777,2354,Super Joey,Installation,Medium,-51.0,Lisa Cox,Network Operations,2025-11-04 12:36:38.476169,2024-07-29 12:36:38.476169,23,Open,3.1,False,False,Expert,True,True,78.43,True
12778,4136,4K Joey,Hardware Failure,Critical,-52.0,Martin Booth,Sales,2025-12-11 12:36:38.476169,2025-12-13 12:36:38.476169,25,Open,4.3,False,True,Junior,False,True,1.19,True
12779,1281,Hopper 2,Activation,Medium,-87.0,Steven Ayala,Equipment Support,2024-07-08 12:36:38.476169,2025-02-16 12:36:38.476169,68,Clsd,1.4,False,False,Expert,True,False,224.81,True
12780,8036,Hopper 2,Hardware Failure,Medium,-60.0,Kevin Steele,Installation,2025-02-24 12:36:38.476169,2026-03-13 12:36:38.476169,6,On Hold,2.9,True,False,Junior,True,False,406.02,True
12781,10063,Joey,Remote Pairing,Low,-71.0,Caleb Kelly,Equipment Support,2025-05-07 12:36:38.476169,2025-10-30 12:36:38.476169,14,Resolved,2.4,False,False,Junior,False,True,485.55,False
12782,1546,Super Joey,Billing,High,-73.0,Rebecca Compton,Technical Support,2024-03-22 12:36:38.476169,2025-02-16 12:36:38.476169,69,In Progress,1.4,False,True,Junior,False,False,329.09,False
12783,4639,Wally,Billing,Critical,-54.0,Emma Smith,Billing,2025-04-14 12:36:38.476169,2024-09-05 12:36:38.476169,46,Resolved,4.2,False,True,Senior,True,True,105.51,True
12784,9300,Hopper 3,Signal Loss,Critical,-30.0,Sarah Santos,Billing,2025-11-08 12:36:38.476169,2025-04-04 12:36:38.476169,31,In Progress,4.4,True,False,Senior,False,False,345.37,True
12785,1369,Hopper 3,Activation,Low,-60.0,Jeffery Decker,Network Operations,2024-06-30 12:36:38.476169,2024-12-23 12:36:38.476169,65,Closed,2.7,True,True,Expert,False,True,161.37,False
12786,11797,Super Joey,Installation,Medium,-63.0,John Murphy,Billing,2025-12-07 12:36:38.476169,2025-03-29 12:36:38.476169,8,Clsd,2.8,False,False,Expert,True,True,234.8,True
12787,1140,Hopper 3,Hardware Failure,High,-82.0,Unassigned,Sales,2025-10-05 12:36:38.476169,2024-09-27 12:36:38.476169,37,On Hold,2.4,True,False,Junior,False,False,455.17,True
12788,9998,Super Joey,Cancellation,Medium,-53.0,Melissa Ramirez Dds,Sales,2025-02-20 12:36:38.476169,2025-04-13 12:36:38.476169,62,In Progress,1.7,True,True,Junior,True,False,94.81,True
12789,7114,Wally,Cancellation,Critical,-60.0,Daniel Sullivan,Equipment Support,2025-11-17 12:36:38.476169,2025-02-14 12:36:38.476169,34,Closed,1.7,False,True,Senior,False,True,335.72,False
12790,9019,Hopper 3,Billing,Low,-33.0,Christina Garcia,Billing,2025-06-18 12:36:38.476169,2025-09-17 12:36:38.476169,55,Clsd,2.2,True,False,Expert,False,False,353.63,True
12791,8410,Super Joey,Signal Loss,Medium,-42.0,Brenda Collier,Billing,2025-12-10 12:36:38.476169,2024-12-25 12:36:38.476169,19,Closed,4.1,False,True,Expert,True,True,68.23,False
12792,8093,Outdoor Dish,Billing,Medium,-62.0,Ashley Silva,Technical Support,2025-02-03 12:36:38.476169,2024-10-18 12:36:38.476169,20,On Hold,3.5,True,False,Expert,False,False,258.77,True
12793,5797,Joey,Hardware Failure,High,-48.0,Maria Richard,Installation,2024-04-15 12:36:38.476169,2025-01-24 12:36:38.476169,59,On Hold,4.5,True,False,Junior,True,False,195.31,True
12794,10792,Joey,Cancellation,Medium,-82.0,Nathan Russell,Network Operations,2024-04-06 12:36:38.476169,2024-04-19 12:36:38.476169,51,Closed,1.2,False,True,Junior,False,False,379.81,True
12795,6846,Hopper 3,Billing,High,-60.0,William Carson,Network Operations,2024-07-09 12:36:38.476169,2025-08-16 12:36:38.476169,46,Resolved,4.6,False,False,Senior,False,True,234.51,False
12796,4579,Wally,Activation,Low,-62.0,Amanda Carpenter,Installation,2026-01-17 12:36:38.476169,2025-08-25 12:36:38.476169,9,On Hold,2.0,False,True,Expert,True,False,1.42,True
12797,1191,Wally,Installation,Critical,-86.0,James Griffin,Technical Support,2026-01-06 12:36:38.476169,2025-11-23 12:36:38.476169,52,Clsd,4.0,True,False,Expert,True,False,104.96,True
12798,9836,4K Joey,Installation,Critical,-71.0,Barbara Fields,Equipment Support,2024-07-03 12:36:38.476169,2024-09-08 12:36:38.476169,53,In Progress,1.1,True,True,Senior,True,False,212.46,False
12799,9216,Wally,Signal Loss,Low,-64.93720823798627,Michael Fisher,Technical Support,2025-02-16 12:36:38.476169,2024-10-29 12:36:38.476169,43,Closed,1.5,True,True,Senior,False,True,374.32,True
12800,9077,Outdoor Dish,Billing,High,-67.0,Daniel Pugh,Billing,2024-08-31 12:36:38.476169,2024-05-03 12:36:38.476169,14,Open,1.7,False,True,Junior,True,False,227.69,False
12801,7826,Wally,Billing,Low,-86.0,Daniel Hart,Technical Support,2025-02-10 12:36:38.476169,2024-10-02 12:36:38.476169,16,Closed,2.4,False,False,Expert,False,True,253.91,True
12802,2896,Outdoor Dish,Cancellation,Critical,-92.0,Rachel Hayes,Equipment Support,2026-01-30 12:36:38.476169,2024-07-15 12:36:38.476169,33,Resolved,1.2,True,True,Expert,True,True,15.52,False
12803,10677,Hopper 3,Cancellation,Low,-54.0,Keith Reed,Network Operations,2024-03-28 12:36:38.476169,2025-03-25 12:36:38.476169,30,Closed,2.1,False,False,Senior,False,True,139.38,True
12804,11534,Hopper 3,Activation,High,-86.0,Thomas Norton,Installation,2025-03-30 12:36:38.476169,2024-07-15 12:36:38.476169,1,On Hold,4.6,True,True,Senior,False,False,276.62,True
12805,3397,Outdoor Dish,Signal Loss,Medium,-33.0,Jennifer Morris,Technical Support,2024-06-21 12:36:38.476169,2024-10-19 12:36:38.476169,17,Closed,1.5,True,True,Junior,True,False,449.98,True
12806,5099,Wally,Activation,Low,-83.0,Nathaniel Morris,Technical Support,2024-11-30 12:36:38.476169,2025-04-29 12:36:38.476169,33,Open,4.8,False,False,Junior,False,False,56.24,True
12807,3334,Outdoor Dish,Billing,Medium,-96.0,Shannon Davidson,Equipment Support,2025-11-06 12:36:38.476169,2024-09-06 12:36:38.476169,56,Closed,2.8,False,True,Junior,False,True,378.22,False
12808,2380,Joey,Hardware Failure,Critical,-41.0,Jeffery Miller,Equipment Support,2025-01-27 12:36:38.476169,2025-05-13 12:36:38.476169,62,Open,1.4,True,False,Junior,True,True,348.14,True
12809,8329,Hopper 3,Upgrade,Critical,-42.0,Jacob Robinson,Installation,2026-01-20 12:36:38.476169,2024-07-27 12:36:38.476169,27,Closed,1.3,True,True,Expert,True,False,15.11,False
12810,3267,Outdoor Dish,Cancellation,Medium,-51.0,Robert Glover,Technical Support,2025-08-15 12:36:38.476169,2026-01-27 12:36:38.476169,54,Resolved,4.4,True,False,Junior,False,True,36.8,False
12811,10836,Joey,Remote Pairing,Medium,-64.93720823798627,Christopher Cox,Billing,2025-09-05 12:36:38.476169,2025-09-18 12:36:38.476169,46,Open,4.8,False,False,Expert,True,True,224.56,True
12812,2602,Super Joey,Hardware Failure,Critical,-78.0,Steven Richardson,Installation,2026-02-07 12:36:38.476169,2025-11-20 12:36:38.476169,70,Resolved,3.9,True,False,Expert,False,False,429.03,False
12813,10174,Hopper 2,Cancellation,High,-99.0,Mary Berg,Sales,2025-09-08 12:36:38.476169,2024-12-05 12:36:38.476169,32,On Hold,4.7,False,True,Expert,True,True,153.76,False
12814,5411,4K Joey,Cancellation,Low,-87.0,Timothy Martin,Billing,2026-01-17 12:36:38.476169,2025-05-22 12:36:38.476169,19,Open,3.1,False,False,Junior,False,True,230.64,False
12815,2964,Hopper 3,Cancellation,Low,-38.0,Mrs. Laura Williams,Technical Support,2025-12-02 12:36:38.476169,2025-09-27 12:36:38.476169,14,Closed,1.2,True,True,Expert,False,False,251.9,False
12816,8471,Joey,Hardware Failure,High,-44.0,Stacy Brandt,Installation,2025-01-06 12:36:38.476169,2025-02-03 12:36:38.476169,65,Clsd,3.3,True,False,Junior,False,True,482.78,True
12817,9110,4K Joey,Activation,High,-84.0,Michael Ramirez,Technical Support,2024-05-27 12:36:38.476169,2024-07-21 12:36:38.476169,30,Clsd,4.7,True,False,Expert,False,True,5.83,False
12818,9839,Super Joey,Cancellation,Critical,-93.0,Courtney Hess,Installation,2024-11-27 12:36:38.476169,2024-11-02 12:36:38.476169,36,Clsd,4.4,True,True,Expert,False,True,476.45,True
12819,9335,Super Joey,Billing,High,-53.0,Jack Rivera,Billing,2024-09-29 12:36:38.476169,2024-09-08 12:36:38.476169,62,Clsd,3.6,False,True,Expert,True,True,240.36,True
12820,8566,Hopper 3,Upgrade,Low,-52.0,Lori Mathews,Billing,2026-02-08 12:36:38.476169,2025-07-12 12:36:38.476169,14,On Hold,3.1,True,False,Junior,False,True,467.41,True
12821,3927,Outdoor Dish,Upgrade,Low,-71.0,Amber Robles Md,Technical Support,2025-09-19 12:36:38.476169,2025-06-28 12:36:38.476169,20,Closed,2.7,True,True,Junior,False,False,229.43,False
12822,8042,Outdoor Dish,Cancellation,Medium,-60.0,Jesus Clark,Billing,2026-01-22 12:36:38.476169,2025-05-09 12:36:38.476169,60,In Progress,2.6,False,False,Senior,True,True,203.87,False
12823,5437,Joey,Installation,Low,-70.0,Robert Scott,Installation,2024-10-05 12:36:38.476169,2025-04-04 12:36:38.476169,33,Closed,3.0,False,False,Junior,True,True,297.1,False
12824,2449,Hopper 3,Signal Loss,Critical,-64.93720823798627,Sharon Wilson,Installation,2025-11-13 12:36:38.476169,2024-10-31 12:36:38.476169,63,Open,3.0,False,True,Senior,False,False,442.18,True
12825,7918,Hopper 3,Signal Loss,Critical,-59.0,Jennifer Rubio,Sales,2024-05-18 12:36:38.476169,2024-08-29 12:36:38.476169,57,On Hold,3.3,True,True,Expert,True,True,11.51,True
12826,5726,Super Joey,Installation,Critical,-84.0,Richard Allison,Billing,2024-10-21 12:36:38.476169,2025-07-02 12:36:38.476169,41,Clsd,1.5,True,True,Senior,True,False,153.0,False
12827,3592,4K Joey,Installation,High,-34.0,Brian Bradley,Sales,2026-02-09 12:36:38.476169,2024-08-15 12:36:38.476169,72,Resolved,2.0,True,True,Expert,True,False,444.38,True
